ra,dec,period,Vmag,e_Vmag,Icmag,e_Icmag,E(B-V),source,main category,class,V-Ic,e_V-Ic,bmag,e_bmag,rmag,e_rmag,imag,e_imag,period_fo,vamp,e_vamp,bamp,err_ampb,ramp,e_ramp,iamp,e_iamp,vamp_sec,e_vamp_sec,bamp_sec,e_bamp_sec,gmag,bpmag,rpmag,bp-rp
39.9192,-34.5439,0.60773,21.276,0.024,20.815,0.045,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9192,-34.6139,0.62468,21.364,0.023,20.738,0.029,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9212,-34.3236,0.40623,21.332,0.019,20.928,0.03,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9212,-34.5992,0.61441,21.584,0.033,21.189,0.068,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9225,-34.4983,0.54211,21.432,0.022,20.911,0.035,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9225,-34.6147,0.63125,21.418,0.025,20.937,0.039,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9254,-34.4533,0.60813,21.707,0.04,21.024,0.076,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9304,-34.4606,0.56517,21.786,0.026,20.928,0.04,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9358,-34.4206,0.57117,21.503,0.022,20.894,0.035,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9404,-34.4228,0.66012,21.491,0.025,21.184,0.039,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9404,-34.5572,0.62272,21.414,0.026,20.765,0.039,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9425,-34.3103,0.61924,21.443,0.023,20.787,0.033,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9442,-34.4975,0.55497,21.405,0.022,20.81,0.032,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9462,-34.5819,0.55355,21.389,0.024,20.743,0.034,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9521,-34.3503,0.51959,21.547,0.023,21.065,0.038,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9567,-34.3994,0.33563,21.203,0.019,20.621,0.029,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9567,-34.4942,0.59366,21.42,0.025,21.125,0.038,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9596,-34.3889,0.37304,21.416,0.019,20.818,0.031,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9637,-34.3386,0.5765,21.44,0.021,20.984,0.032,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9637,-34.5522,0.58067,21.318,0.021,20.839,0.032,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9779,-34.6064,0.6034,21.495,0.022,20.897,0.034,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9792,-34.5503,0.62293,21.304,0.024,20.638,0.046,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9804,-34.3353,0.39335,21.232,0.02,20.734,0.029,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9808,-34.3881,0.61668,21.53,0.022,20.907,0.033,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9837,-34.4422,0.54987,21.674,0.024,21.052,0.04,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9862,-34.5808,0.63786,21.923,0.029,20.939,0.04,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9871,-34.6331,0.55008,21.605,0.028,20.79,0.06,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9883,-34.415,0.56954,21.423,0.024,20.989,0.039,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9925,-34.5353,0.45813,21.342,0.026,20.364,0.033,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9937,-34.4561,0.65118,21.297,0.027,20.695,0.054,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9962,-34.4236,0.29907,21.178,0.02,20.615,0.03,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9967,-34.4917,0.52011,25.161,0.009,18.383,0.036,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9983,-34.4764,0.59585,21.234,0.027,20.458,0.047,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9983,-34.4864,0.55411,21.118,0.02,20.342,0.024,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9996,-34.3761,0.58433,21.615,0.027,21.002,0.041,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0067,-34.4547,0.62477,21.529,0.026,20.755,0.034,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0075,-34.4542,0.58848,22.113,0.022,25.345,0.035,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0096,-34.3381,0.5791,21.431,0.028,21.049,0.062,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0108,-34.5453,0.60011,21.322,0.021,20.773,0.033,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0125,-34.5289,0.61522,21.546,0.033,20.84,0.061,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0142,-34.4075,0.52811,21.581,0.024,21.066,0.038,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0187,-34.3186,0.45653,21.436,0.023,21.014,0.035,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0187,-34.6161,0.55304,21.686,0.031,20.883,0.059,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0196,-34.4411,0.35023,21.484,0.022,21.003,0.032,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0208,-34.3261,0.5973,21.319,0.019,20.485,0.026,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0217,-34.3758,0.35402,21.214,0.018,21.393,0.039,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0283,-34.3919,0.52506,21.326,0.021,20.882,0.035,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0425,-34.5092,0.53294,21.451,0.033,20.838,0.061,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0479,-34.6122,0.55115,21.241,0.021,20.827,0.051,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0483,-34.3344,0.54071,21.516,0.024,21.087,0.034,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0492,-34.5206,0.61667,21.569,0.026,20.808,0.035,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0517,-34.5842,0.67662,21.287,0.023,20.75,0.032,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0533,-34.4761,0.55907,21.314,0.022,21.423,0.042,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0562,-34.5531,0.60289,21.555,0.025,20.822,0.038,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0567,-34.4564,0.56421,21.461,0.023,21.151,0.037,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0571,-34.6314,0.59854,21.383,0.027,20.914,0.056,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0612,-34.3447,0.38146,21.56,0.021,20.74,0.031,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0621,-34.3461,0.54185,21.345,0.023,20.94,0.034,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0625,-34.5889,0.58071,21.617,0.025,20.899,0.037,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.065,-34.4172,0.56541,21.417,0.023,21.051,0.035,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0658,-34.4472,0.56274,21.57,0.027,21.037,0.039,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0662,-34.4789,0.57291,21.442,0.029,20.998,0.063,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0667,-34.3672,0.58346,21.284,0.019,20.752,0.04,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0675,-34.6133,0.35295,21.542,0.025,20.887,0.036,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0692,-34.4581,0.58682,21.372,0.021,20.837,0.032,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0692,-34.5047,0.54853,21.249,0.021,20.521,0.029,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0725,-34.6086,0.59565,21.44,0.022,20.801,0.032,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0733,-34.3661,0.61311,21.318,0.021,20.745,0.029,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0796,-34.3139,0.57592,21.356,0.024,20.756,0.036,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0804,-34.4164,0.38727,21.59,0.024,21.241,0.038,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0817,-34.5753,0.37822,21.332,0.024,20.886,0.035,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0817,-34.5872,0.38445,21.454,0.024,20.947,0.035,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0871,-34.3442,0.60201,21.446,0.023,21.087,0.035,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0875,-34.4094,0.55518,21.505,0.023,20.966,0.033,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.09,-34.6297,0.57094,21.575,0.023,20.797,0.033,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0929,-34.3481,0.37146,21.366,0.02,20.736,0.033,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0971,-34.4408,0.55845,21.415,0.022,21.101,0.036,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0979,-34.5458,0.4244,21.355,0.024,20.976,0.036,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1012,-34.4233,0.29108,21.255,0.019,20.799,0.03,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1029,-34.3128,0.38704,21.206,0.021,20.772,0.031,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1046,-34.4764,0.57125,21.461,0.024,20.91,0.036,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1058,-34.4969,0.54017,21.32,0.02,21.112,0.038,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1062,-34.3658,0.58384,21.303,0.023,20.7,0.043,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1096,-34.3708,0.57372,21.399,0.029,20.923,0.062,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.115,-34.4883,0.58344,21.394,0.028,20.832,0.058,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1192,-34.4644,0.53055,21.343,0.029,20.711,0.066,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.12,-34.3708,0.54542,21.496,0.03,20.963,0.062,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1229,-34.3975,0.59767,21.292,0.026,20.739,0.05,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1229,-34.5744,0.65112,21.252,0.024,20.666,0.05,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1321,-34.6264,0.57857,21.423,0.023,20.859,0.052,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1354,-34.3836,0.57164,21.454,0.029,21.202,0.065,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1362,-34.5414,0.64871,21.152,0.021,20.663,0.05,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1383,-34.3525,0.34647,21.296,0.026,21.059,0.059,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1387,-34.5253,0.58205,21.446,0.029,20.81,0.057,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1396,-34.4325,0.59141,21.496,0.029,20.839,0.055,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1404,-34.6328,0.56408,21.376,0.025,20.909,0.057,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1412,-34.5928,0.57182,21.418,0.027,20.99,0.056,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1429,-34.5725,0.50226,21.52,0.028,21.087,0.066,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1462,-34.3742,0.6754,21.339,0.026,20.898,0.056,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1471,-34.4022,0.53101,21.344,0.03,20.821,0.062,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1487,-34.5358,0.55057,21.414,0.028,20.797,0.054,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1546,-34.3864,0.67336,21.418,0.026,20.902,0.054,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1554,-34.5847,0.57934,21.324,0.028,20.813,0.059,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1583,-34.3383,0.56542,21.448,0.026,20.927,0.056,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1587,-34.3789,0.62654,21.445,0.029,20.897,0.059,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1625,-34.3431,0.56709,21.417,0.028,20.956,0.058,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1629,-34.4561,0.53045,21.574,0.034,21.293,0.075,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1667,-34.4292,0.35811,21.471,0.032,21.043,0.073,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1667,-34.5564,0.582,21.361,0.027,20.843,0.051,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1712,-34.3453,0.59853,21.165,0.02,20.728,0.047,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1712,-34.6225,0.61214,21.347,0.025,20.724,0.048,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1729,-34.4044,0.55167,21.327,0.025,20.881,0.054,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1754,-34.6169,0.366,21.349,0.027,20.836,0.055,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1817,-34.5036,0.53032,21.469,0.03,21.024,0.061,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1833,-34.6244,0.61488,21.26,0.023,20.735,0.051,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1858,-34.4536,0.56902,21.358,0.026,20.845,0.06,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1887,-34.3458,0.54694,21.483,0.024,20.979,0.057,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1912,-34.5331,0.61219,21.47,0.027,20.802,0.053,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1921,-34.6133,0.55789,21.446,0.028,21.012,0.058,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1971,-34.5292,0.57589,21.468,0.03,21.003,0.062,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1987,-34.4703,0.55043,21.271,0.022,20.89,0.052,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2017,-34.4125,0.65091,21.322,0.024,20.786,0.051,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2037,-34.3258,0.57305,21.378,0.025,20.947,0.054,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2054,-34.3367,0.70548,21.2,0.022,20.552,0.047,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2071,-34.5631,0.55696,21.282,0.024,20.824,0.051,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2096,-34.4769,0.6129,21.283,0.025,20.752,0.053,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2117,-34.6042,0.54171,21.281,0.022,20.803,0.05,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2146,-34.4942,0.5915,21.402,0.027,20.882,0.058,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2154,-34.5428,0.55765,21.289,0.024,20.742,0.049,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2171,-34.3511,0.6078,21.385,0.025,20.69,0.05,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2175,-34.5269,0.57167,21.433,0.027,21.036,0.061,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2221,-34.3867,0.66879,21.255,0.022,20.711,0.046,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2221,-34.5036,0.57638,21.428,0.026,20.914,0.06,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2229,-34.32,0.61356,21.472,0.03,20.894,0.064,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2229,-34.5822,0.61577,21.358,0.026,20.74,0.053,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2254,-34.6306,0.60959,21.338,0.023,20.901,0.053,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2275,-34.5539,0.53862,21.567,0.038,21.077,0.081,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2367,-34.6181,0.61625,21.399,0.026,20.773,0.053,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2371,-34.4681,0.58676,21.504,0.028,20.864,0.054,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2433,-34.445,0.59647,21.423,0.025,20.927,0.057,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2462,-34.3272,0.56139,21.301,0.025,20.82,0.057,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2517,-34.5925,0.56508,21.381,0.026,20.818,0.055,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.255,-34.5714,0.65264,21.488,0.026,20.791,0.053,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2587,-34.3617,0.57363,21.296,0.021,20.871,0.055,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2621,-34.6033,0.57175,21.412,0.029,20.964,0.06,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2633,-34.4147,0.59773,21.414,0.031,20.967,0.067,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2646,-34.4958,0.53578,21.474,0.029,20.984,0.066,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2675,-34.48,0.57956,21.296,0.025,20.764,0.051,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2683,-34.5875,0.54184,21.511,0.029,21.019,0.059,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2687,-34.3394,0.58342,21.17,0.024,20.889,0.055,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.27,-34.3547,0.5716,21.407,0.028,20.917,0.057,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2746,-34.4869,0.52571,21.543,0.03,20.909,0.062,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2858,-34.3247,0.66306,21.364,0.026,20.891,0.053,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2867,-34.5547,0.61681,21.286,0.024,20.8,0.048,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2875,-34.3242,0.61044,21.338,0.026,20.814,0.058,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2975,-34.335,0.53518,21.512,0.031,20.859,0.061,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.3062,-34.5556,0.55658,21.478,0.027,21.015,0.066,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5162,-34.6394,15.2283,19.478,0.007,,,0.036,Bersier Wood,Cepheid,P2C,0.483,0.012,,,,,,,,,,,,,,,,,,,,,,,
39.5496,-34.6731,1.21327,20.651,0.015,,,0.036,Bersier Wood,Cepheid,P2C,1.087,0.021,,,,,,,,,,,,,,,,,,,,,,,
39.6792,-34.8069,1.04503,19.801,0.016,,,0.031,Bersier Wood,Cepheid,AC,0.558,0.031,,,,,,,,,,,,,,,,,,,,,,,
39.7183,-34.5033,1.24968,19.905,0.007,,,0.027,Bersier Wood,Cepheid,AC,0.602,0.011,,,,,,,,,,,,,,,,,,,,,,,
39.7225,-34.5133,2.57976,19.712,0.006,,,0.027,Bersier Wood,Cepheid,P2C,0.564,0.01,,,,,,,,,,,,,,,,,,,,,,,
39.7796,-34.5544,0.50812,20.786,0.017,,,0.026,Bersier Wood,Cepheid,AC,0.774,0.025,,,,,,,,,,,,,,,,,,,,,,,
39.8621,-34.4683,2.08323,20.272,0.01,,,0.025,Bersier Wood,Cepheid,P2C,0.667,0.016,,,,,,,,,,,,,,,,,,,,,,,
39.8617,-34.5228,0.50398,20.828,0.017,,,0.024,Bersier Wood,Cepheid,AC,0.673,0.028,,,,,,,,,,,,,,,,,,,,,,,
39.8625,-34.4075,0.56965,21.052,0.019,,,0.026,Bersier Wood,Cepheid,blue,0.082,0.042,,,,,,,,,,,,,,,,,,,,,,,
39.9071,-34.6058,0.546,20.645,0.015,,,0.025,Bersier Wood,Cepheid,AC,0.725,0.024,,,,,,,,,,,,,,,,,,,,,,,
39.9229,-34.5236,0.57345,20.616,0.012,,,0.024,Bersier Wood,Cepheid,AC,0.475,0.022,,,,,,,,,,,,,,,,,,,,,,,
39.9383,-34.7206,1.14259,21.23,0.019,,,0.024,Bersier Wood,Cepheid,P2C?,0.481,0.037,,,,,,,,,,,,,,,,,,,,,,,
39.9425,-34.5003,0.92161,20.568,0.014,,,0.023,Bersier Wood,Cepheid,AC,0.786,0.023,,,,,,,,,,,,,,,,,,,,,,,
39.9687,-34.5611,1.31071,20.252,0.014,,,0.024,Bersier Wood,Cepheid,AC,0.904,0.023,,,,,,,,,,,,,,,,,,,,,,,
39.9729,-34.4092,0.61144,20.846,0.015,,,0.022,Bersier Wood,Cepheid,AC,0.656,0.026,,,,,,,,,,,,,,,,,,,,,,,
39.9783,-34.6003,0.57442,21.022,0.016,,,0.025,Bersier Wood,Cepheid,AC,0.478,0.031,,,,,,,,,,,,,,,,,,,,,,,
40.0037,-34.3128,0.41592,20.828,0.015,,,0.023,Bersier Wood,Cepheid,AC,0.476,0.025,,,,,,,,,,,,,,,,,,,,,,,
40.0112,-34.3244,0.53299,20.362,0.009,,,0.022,Bersier Wood,Cepheid,AC,0.849,0.015,,,,,,,,,,,,,,,,,,,,,,,
40.0425,-34.5367,1.33531,20.624,0.013,,,0.022,Bersier Wood,Cepheid,P2C,0.412,0.025,,,,,,,,,,,,,,,,,,,,,,,
40.0704,-34.6114,0.53294,20.84,0.014,,,0.025,Bersier Wood,Cepheid,AC,0.43,0.03,,,,,,,,,,,,,,,,,,,,,,,
40.0725,-34.34,1.19847,19.994,0.007,,,0.021,Bersier Wood,Cepheid,AC,0.608,0.011,,,,,,,,,,,,,,,,,,,,,,,
40.095,-34.4672,0.83757,20.48,0.011,,,0.02,Bersier Wood,Cepheid,AC,0.526,0.019,,,,,,,,,,,,,,,,,,,,,,,
