diaObjectId,dec,ra,i_psfFluxErrMean,i_psfFluxLinearSlope,i_psfFluxMAD,i_psfFluxMax,i_psfFluxMean,i_psfFluxMeanErr,i_psfFluxMin,i_psfFluxNdata,i_psfFluxSigma,i_psfFluxStetsonJ
604070726227460108,-34.53842893331823,40.46649207260449,1749.17,-4487586.97795927,8808.62,275260.59375,266757.21875,1236.2919921875,257643.34375,2.0,12457.276940858705,6.366693273080608
604070726227460109,-34.53529888330788,40.46944358877625,1352.72,60503.05433824789,16094.7,273447.78125,-259061.421875,550.61865234375,-394507.0,3.0,381082.7185909218,313.0819775847835
604070726227460110,-34.56789572439809,40.496399922307326,551.094,-1478.68513977962,2935.27,23053.75390625,12537.5009765625,318.055908203125,5447.20068359375,3.0,9432.682215632234,12.950215985369406
604070107752169706,-34.75790628932112,40.35379921116062,296.348,83418.39796651779,86.0923,1693.84716796875,1610.012451171875,209.49575805664065,1521.6624755859375,2.0,121.7529636004064,-0.9117174845915348
604070107752169707,-34.75613633658018,40.358921086904,304.304,164804.84001858847,47.9911,2200.730224609375,2154.1357421875,215.107177734375,2104.748046875,2.0,67.86964874902901,-0.9748161685311204
604070107752169708,-34.75434651706712,40.36719760978519,301.422,237930.26667924624,85.9283,1895.658935546875,1807.049560546875,213.05967712402344,1723.8023681640625,2.0,121.52094418782956,-0.9151465306904956
604070107752169709,-34.74690209515591,40.36619774232268,318.13,-2808313.848916072,252.719,2956.879150390625,2711.4814453125,224.881103515625,2451.44189453125,2.0,357.3981110824841,0.5072288310105476
604070107752169710,-34.7479721188628,40.37097218285186,312.273,-72094.51562404864,42.5594,2511.140869140625,2467.078857421875,220.7071990966797,2426.02197265625,2.0,60.18814891121734,-0.9812551257803902
604070107752169703,-34.690918393989634,40.32128850493484,250.805,-3567932.678063828,380.982,-5390.22705078125,-5775.1474609375,177.33856201171875,-6152.19140625,2.0,538.7901627743901,1.8825072597014407
604070657507983386,-34.461426012537764,40.62878483376975,295.454,-2775396.074831055,258.912,2209.576416015625,1949.390380859375,208.91563415527344,1691.751953125,2.0,366.1571960449219,0.7319453518177617
604070657507983384,-34.4640000307126,40.60636441272266,270.674,-1123661.7830080048,155.493,3621.05078125,3468.647705078125,191.36685180664065,3310.06494140625,2.0,219.9001922607422,-0.582911381309126
604070657507983385,-34.479286134187966,40.59263843608312,1218.1,2430633.1674826285,2856.0,29398.32421875,26573.0,861.2902221679688,23686.333984375,2.0,4038.987060546875,2.5533463413571624
