diaObjectId,ra,dec,g_psfFluxMean,r_psfFluxMean,i_psfFluxMean,g_psfFluxSigma,r_psfFluxSigma,i_psfFluxSigma,g_psfFluxChi2,r_psfFluxChi2,i_psfFluxChi2,g_psfFluxStetsonJ,r_psfFluxStetsonJ,i_psfFluxStetsonJ,g_psfFluxMAD,r_psfFluxMAD,i_psfFluxMAD,g_psfFluxNdata,r_psfFluxNdata,i_psfFluxNdata,nDiaSources,Region,Class
614436990573609020,95.12419298100014,-25.04328320321867,10664.96875,-103542.7890625,115696.3203125,236679.1727885291,217021.1490149717,169139.89798836838,1741140.0,3062160.0,266199.0,162.5618428064582,148.70514707013928,109.82470570143393,213721.0,115552.0,63010.9,50.0,55.0,19.0,190,LGLF,RR Lyrae
614438433682620451,94.9972425115007,-24.689513251744284,284696.1875,188277.78125,,620882.4866432094,561544.600481207,,4948110.0,11793100.0,,310.6304815778646,326.81458033168934,,225749.0,472285.0,,35.0,54.0,,151,LGLF,RR Lyrae
614439052157911527,95.26649434424345,-24.53876474978502,227418.609375,161252.78125,164027.96875,412007.9153610443,248352.36316231615,,217864.0,81180.9,0.0,180.89815446659927,173.7469149329639,,57696.4,3015.41,0.0,4.0,3.0,1.0,17,LGLF,RR Lyrae
614431011979133047,94.79082619664781,-24.681148299700318,1567.132080078125,1291.3681640625,183.62652587890625,7373.94728541338,6639.214867944553,5384.5102853782855,29878.9,22967.7,1953.07,28.055957022982856,24.45716097676011,13.449593601164128,2969.94,6310.86,3541.0,28.0,33.0,8.0,74,LGLF,RR Lyrae
579582540692586533,7.103005018715642,-72.47695864984442,,-74538.890625,-16331.326171875,,283995.2593181594,,,597997.0,4.692e-13,,107.64864023327647,,,6715.23,0.0,,9.0,1.0,10,47,Cepheid
579576012342296929,5.474520664986256,-72.373021830389,-2584.69384765625,-45243.0546875,-57625.7265625,125493.2670186857,94762.09755231251,78457.273230143,237507.0,488451.0,131500.0,194.139793390729,109.71215388924186,82.75554033030784,12320.9,17794.3,27993.0,7.0,24.0,12.0,43,47,Cepheid
579578623682413547,6.6756887777894125,-71.6734508158917,,-87457.1796875,-9873.9794921875,,64972.25522495379,,,30337.1,0.0,,86.15078611251465,,,36426.0,0.0,,4.0,1.0,5,47,Cepheid
630406778491766139,105.85929361907506,-10.282882866532475,-107177.359375,,,161462.5926675185,,,283399.0,,,203.96706981525762,,,69538.8,,,5.0,,,5,Seagull,Cepheid
579575187708576287,6.461537924076983,-72.6136433132692,-2874.17431640625,22179.58203125,-18217.4453125,,,1513.89628356935,0.0,0.0,0.515824,,,-0.6958269273823356,0.0,0.0,1070.49,1.0,1.0,2.0,4,47,Long Period Variable
579582540692586566,7.071710828736033,-72.60088037247849,,-15740.595703125,,,35445.34670912597,,,403.678,,,18.939263541495297,,,25063.6,,,2.0,,2,47,Long Period Variable
579575118989099026,6.922489244199863,-72.5203888491679,209.32794189453125,-10851.5087890625,,5413.2197265625,6877.87255859375,,252.085,84.1734,,13.217731689025486,4.745093736364668,,3827.72,3460.02,,2.0,3.0,,5,47,Long Period Variable
579583159167877160,7.741209502517629,-72.323385287171,,74751.7890625,,,,,,0.0,,,,,,0.0,,,1.0,,1,47,Long Period Variable
579583846362645099,7.790434521923617,-72.2329104355743,,-8035.0009765625,,,,,,0.0,,,,,,0.0,,,1.0,,1,47,Long Period Variable
579583915082121510,7.531104952279902,-72.26685935816835,,-15198.4912109375,78740.125,,6298.066829124336,6166.993122216378,,168.559,9.47465,,3.2958605286486207,2.254552087394889,,2893.21,4360.72,,9.0,2.0,11,47,Long Period Variable
579584602276888879,7.588094172602194,-72.09812256605912,,35325.03515625,237149.34375,,7543.64719567706,,,140.221,0.0,,4.325958493360109,,,5971.17,0.0,,6.0,1.0,8,47,Long Period Variable
579574637952761936,5.723429943504245,-72.69339023903572,,,,,,,,,,,,,,,,,,,1,47,Long Period Variable
579574637952761900,5.352515262563159,-72.69045052223093,,,-428992.28125,,,686998.6806887828,,,76828.7,,,261.98146675827206,,,485781.0,,,2.0,2,47,Long Period Variable
579574637952761891,5.3898800809901735,-72.69639499881642,,,18112.62109375,,,9335.155362362166,,,17.1935,,,3.329510739306226,,,6600.95,,,2.0,2,47,Long Period Variable
579575393867006064,4.883300329919131,-72.54375613342961,13587.7470703125,32999.34765625,6635.61083984375,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,3,47,Long Period Variable
579574569233285281,5.7547885658265745,-72.67958100914576,,,-184243.28125,,,,,,0.0,,,,,,0.0,,,1.0,1,47,Long Period Variable
579574569233285165,5.816259636804152,-72.66527639128238,,-18028.75390625,-17704.904296875,,,46160.70010886955,,0.0,1427.43,,,20.857132396384053,,0.0,10028.9,,1.0,3.0,4,47,Long Period Variable
579575256428053274,5.773508797548499,-72.62531861352028,14746.224609375,-25633.841796875,,,,,0.0,8.51562e-13,,,,,0.0,0.0,,1.0,1.0,,4,47,Long Period Variable
579575943622820394,6.271053663893709,-72.44963220202119,-14477.5380859375,-5266.19970703125,-442023.4375,7842.9081402427755,19223.408707183287,548136.0812790932,707.399,6459.84,1506100.0,11.314490978380164,13.228707688697108,261.01555297841566,4337.76,10647.6,35525.7,4.0,21.0,13.0,42,47,Long Period Variable
579575874903343117,6.730359030810144,-72.35863851629937,-25.737882614135742,3627.943603515625,-583262.0,7733.724285820676,33785.145142727495,704650.5488576612,355.715,9200.21,1025240.0,8.063140900697348,24.96975084486698,342.03102579915816,5039.19,28782.9,43974.3,4.0,14.0,8.0,29,47,Long Period Variable
579577318012354846,5.779045403415719,-72.02244875956099,,,,,,,,,,,,,,,,,,,1,47,Long Period Variable
