diaObjectId,ra,dec,g_psfFluxMean,r_psfFluxMean,i_psfFluxMean,g_psfFluxSigma,r_psfFluxSigma,i_psfFluxSigma,g_psfFluxChi2,r_psfFluxChi2,i_psfFluxChi2,g_psfFluxStetsonJ,r_psfFluxStetsonJ,i_psfFluxStetsonJ,g_psfFluxMAD,r_psfFluxMAD,i_psfFluxMAD,g_psfFluxNdata,r_psfFluxNdata,i_psfFluxNdata,nDiaSources,Region,Class
604062754768158760,40.007597340604214,-34.734445346790125,,-697.42919921875,1590.26025390625,,2355.8052485011076,8860.51442538261,,427.659,1034.6,,3.9668502065150033,7.886527784424146,,1891.19,4308.5,,18.0,9.0,27,Fornax,LPV
604062067573391439,40.01129294631941,-34.807164631106296,,2707.102294921875,5147.23779296875,,6008.067146687509,14101.636843621378,,1667.36,2521.87,,11.042983723394759,10.797962944393076,,4649.66,3093.44,,10.0,8.0,18,Fornax,LPV
604063373243449751,40.01141556479456,-34.53024673371446,,-68.41981506347656,1707.253662109375,,2202.5218224701584,5874.256992097504,,1450.13,802.43,,8.435782175051173,7.191783757015742,,1782.08,5297.67,,16.0,11.0,27,Fornax,LPV
604063373243449356,40.02240117149505,-34.53838338703784,,233.34112548828125,-2104.101806640625,,4127.268522254193,25004.713017846687,,4426.66,8871.68,,11.297099566005107,28.24061664489008,,1749.34,17140.3,,17.0,11.0,28,Fornax,LPV
604063373243451036,40.02309707140191,-34.461996405416244,,-1438.2879638671875,-3210.62109375,,2326.3126494895237,12757.975491299283,,207.872,1384.14,,4.5523621734377295,11.137082442654808,,1570.82,7420.74,,7.0,9.0,16,Fornax,LPV
604064060438216709,40.03413442620379,-34.43491235669272,,-892.6322631835938,1838.5745849609375,,3679.921440296373,9648.33799545428,,972.126,877.566,,4.813167643261223,6.280706501709364,,1688.75,5837.75,,23.0,11.0,34,Fornax,LPV
604063373243449353,40.037910307494364,-34.57770488870197,,-1.2337948083877563,25280.708984375,,3555.1851590781166,6963.7573832656535,,715.952,436.922,,3.8585592550655976,5.104735773672532,,1590.76,3409.16,,21.0,10.0,31,Fornax,LPV
605447795821773206,40.0394770181107,-34.10709973884912,,-3183.488525390625,-551.2932739257812,,101.70198059082031,4899.880337389518,,0.534427,1470.67,,-0.845260292511303,13.774228935287322,,22.2253,4475.17,,3.0,8.0,11,Fornax,LPV
604063373243449407,40.04239701013731,-34.55606484812281,,-281.0493469238281,-22799.42578125,,2118.118320416703,6579.733899153556,,856.292,592.978,,5.5459753951598385,5.751901080623314,,1360.1,2943.82,,20.0,9.0,29,Fornax,LPV
604063373243449372,40.049151328142216,-34.54596442159545,,354.5771789550781,-25859.09765625,,6139.85262143184,20793.36377982264,,2475.45,2758.51,,8.444677018851346,16.003300202670612,,3601.26,16087.6,,18.0,8.0,26,Fornax,LPV
604063373243449645,40.05102293115846,-34.502575560816524,,128.302001953125,-20651.97265625,,3228.80686760851,8850.454964781746,,1357.66,1159.34,,6.296890919084156,9.446121995909365,,1842.01,5615.9,,23.0,10.0,33,Fornax,LPV
